sex,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,y,age_cat_25-45,age_cat_Greaterthan45,age_cat_Lessthan25,race_African-American,race_Caucasian,c_charge_degree_F,c_charge_degree_M
1,27,0,0,0,0,0,1,0,0,1,0,0,1
1,24,0,0,0,0,1,0,0,1,1,0,0,1
1,32,0,0,0,8,1,1,0,0,1,0,1,0
1,25,1,0,0,2,0,1,0,0,1,0,1,0
1,23,0,0,0,6,1,0,0,1,1,0,1,0
1,31,0,0,0,4,1,1,0,0,1,0,1,0
1,37,0,0,0,11,1,1,0,0,1,0,1,0
1,20,1,1,1,2,1,0,0,1,1,0,1,0
1,26,0,0,0,1,0,1,0,0,1,0,0,1
1,56,0,0,0,3,0,0,1,0,1,0,0,1
1,30,0,0,0,0,1,1,0,0,1,0,1,0
1,51,0,0,0,11,1,0,1,0,1,0,0,1
0,53,0,0,0,6,1,0,1,0,0,1,1,0
1,36,0,0,0,1,1,1,0,0,0,1,1,0
1,23,0,0,0,0,1,0,0,1,1,0,1,0
1,23,0,0,0,1,0,0,0,1,1,0,1,0
0,49,0,0,0,2,0,0,1,0,0,1,1,0
1,23,0,0,0,3,0,0,0,1,1,0,0,1
1,27,0,0,0,4,1,1,0,0,1,0,0,1
1,25,0,0,0,0,1,1,0,0,1,0,0,1
1,25,0,0,0,0,0,1,0,0,0,1,1,0
1,24,0,0,0,0,0,0,0,1,0,1,1,0
1,44,0,0,0,1,1,1,0,0,0,1,1,0
1,37,0,0,0,8,0,1,0,0,1,0,1,0
0,25,0,0,0,1,1,1,0,0,0,1,0,1
0,26,0,0,0,1,0,1,0,0,0,1,0,1
1,37,0,0,0,1,1,1,0,0,0,1,0,1
1,37,0,0,0,2,0,1,0,0,0,1,0,1
1,61,0,0,0,2,0,0,1,0,1,0,0,1
0,25,0,0,0,2,1,1,0,0,0,1,1,0
0,41,0,0,0,1,0,1,0,0,0,1,0,1
1,50,0,0,0,2,0,0,1,0,1,0,0,1
1,22,0,1,2,4,1,0,0,1,0,1,0,1
1,37,0,0,0,6,1,1,0,0,1,0,1,0
1,30,0,0,0,0,0,1,0,0,0,1,0,1
1,38,0,0,0,4,0,1,0,0,1,0,0,1
1,22,0,0,1,2,1,0,0,1,0,1,0,1
1,27,2,0,0,14,1,1,0,0,1,0,1,0
1,34,0,0,0,10,0,1,0,0,1,0,1,0
1,42,0,0,0,8,0,1,0,0,0,1,1,0
0,53,0,0,0,0,0,0,1,0,1,0,1,0
0,44,0,0,0,3,1,1,0,0,0,1,1,0
1,25,0,0,0,7,1,1,0,0,1,0,1,0
1,24,0,0,0,1,0,0,0,1,1,0,0,1
0,26,0,0,0,0,0,1,0,0,0,1,1,0
0,24,0,0,0,1,1,0,0,1,1,0,1,0
0,44,0,0,0,0,0,1,0,0,1,0,1,0
0,42,0,0,0,8,1,1,0,0,1,0,1,0
1,45,0,0,0,4,1,0,1,0,0,1,0,1
1,47,0,0,0,14,0,0,1,0,1,0,0,1
1,23,0,0,0,0,1,0,0,1,1,0,1,0
1,32,0,0,0,0,0,1,0,0,0,1,1,0
