sex,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,y,age_cat_25-45,age_cat_Greaterthan45,age_cat_Lessthan25,race_African-American,race_Caucasian,c_charge_degree_F,c_charge_degree_M
0,39,0,0,0,8,1,1,0,0,0,1,1,0
1,32,0,0,0,1,0,1,0,0,1,0,1,0
1,33,0,0,0,2,1,1,0,0,1,0,1,0
1,31,0,0,0,3,1,1,0,0,1,0,1,0
0,23,0,0,0,1,0,0,0,1,1,0,1,0
1,27,0,0,0,0,0,1,0,0,1,0,1,0
1,31,3,0,1,15,1,1,0,0,1,0,0,1
1,27,0,0,0,7,0,1,0,0,1,0,1,0
0,63,0,0,0,1,0,0,1,0,1,0,1,0
0,39,0,1,0,11,1,1,0,0,0,1,1,0
0,22,0,0,0,0,0,0,0,1,1,0,1,0
1,41,0,0,0,0,0,1,0,0,1,0,1,0
1,25,0,0,0,0,0,1,0,0,0,1,0,1
1,23,0,0,1,5,1,0,0,1,1,0,1,0
1,29,0,1,1,8,1,1,0,0,1,0,1,0
0,39,0,0,0,2,1,1,0,0,0,1,1,0
1,39,0,0,0,0,1,1,0,0,0,1,1,0
0,34,0,0,0,6,0,1,0,0,1,0,1,0
1,22,0,0,0,0,1,0,0,1,1,0,1,0
0,30,0,0,0,7,1,1,0,0,1,0,0,1
1,43,0,0,0,6,1,1,0,0,0,1,1,0
1,20,0,0,0,0,1,0,0,1,1,0,1,0
1,46,0,0,0,26,1,0,1,0,0,1,1,0
1,20,0,0,1,2,1,0,0,1,1,0,1,0
1,20,0,0,0,0,0,0,0,1,1,0,1,0
1,52,0,0,0,3,0,0,1,0,0,1,0,1
1,25,0,0,0,11,1,1,0,0,1,0,0,1
1,67,0,0,0,8,0,0,1,0,1,0,1,0
1,37,0,0,0,8,0,1,0,0,1,0,1,0
1,36,0,0,0,2,0,1,0,0,0,1,0,1
0,37,0,0,0,0,0,1,0,0,0,1,0,1
1,33,0,0,0,0,0,1,0,0,1,0,0,1
1,41,0,0,0,0,0,1,0,0,0,1,1,0
1,48,0,0,0,0,0,0,1,0,0,1,1,0
1,27,0,0,1,2,1,1,0,0,1,0,1,0
1,66,0,0,0,2,0,0,1,0,0,1,0,1
0,26,0,0,0,1,1,1,0,0,0,1,1,0
1,28,0,0,0,7,1,1,0,0,1,0,1,0
0,26,0,0,0,0,0,1,0,0,1,0,0,1
1,31,0,0,0,0,0,1,0,0,1,0,0,1
0,26,0,0,0,1,0,1,0,0,1,0,1,0
1,65,0,0,0,1,1,0,1,0,0,1,1,0
0,29,0,0,0,0,1,1,0,0,1,0,1,0
1,69,0,0,0,0,1,0,1,0,0,1,0,1
1,69,0,0,0,0,0,0,1,0,0,1,1,0
1,46,0,0,0,0,0,0,1,0,0,1,1,0
0,23,0,0,0,0,0,0,0,1,1,0,1,0
1,30,0,0,0,0,0,1,0,0,0,1,0,1
1,24,0,0,1,0,0,0,0,1,1,0,1,0
1,30,0,0,0,1,1,1,0,0,0,1,1,0
1,22,0,0,0,3,1,0,0,1,1,0,1,0
1,42,0,0,0,8,0,1,0,0,0,1,1,0
0,29,0,0,0,5,1,1,0,0,1,0,1,0
1,43,0,0,0,6,1,1,0,0,0,1,0,1
1,39,0,0,0,0,0,1,0,0,0,1,1,0
0,22,0,0,0,0,1,0,0,1,1,0,1,0
1,29,0,2,0,7,1,1,0,0,1,0,1,0
